89141:
 num     #instances         #bytes  class name (module)
12873:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a55520
12874:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a55768
12875:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a559b0
12876:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a55bf8
12877:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a55e40
12878:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a56088
12879:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a562d0
12880:             1             16  net.minecraft.world.item.crafting.FireworkStarFadeRecipe$$Lambda/0x0000100001a56518
12881:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a52458
12882:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a52d18
12883:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a52f60
12884:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a531a8
12885:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a533f0
12886:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a53638
12887:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a53880
12888:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a53ac8
12889:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a53d40
12890:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a53f68
12891:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a541b0
12892:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a543f8
12893:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a54640
12894:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a54888
12895:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a54ad0
12896:             1             16  net.minecraft.world.item.crafting.FireworkStarRecipe$$Lambda/0x0000100001a54d18
12897:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a447a0
12898:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a449e8
12899:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a44c30
12900:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a44e78
12901:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a450c0
12902:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a45308
12903:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a45550
12904:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a457b8
12905:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a45a00
12906:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a45c48
12907:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a45e90
12908:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a460d8
12909:             1             16  net.minecraft.world.item.crafting.ImbueRecipe$$Lambda/0x0000100001a46320
12910:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3ad08
12911:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3af50
12912:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3b678
12913:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3b8c0
12914:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3c028
12915:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3c270
12916:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3d040
12917:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3d288
12918:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3d4d0
12919:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001a3d718
12920:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001feb5b8
12921:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001feb7f0
12922:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100001feba38
12923:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x000010000202da00
12924:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x000010000202dc48
12925:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x000010000202de90
12926:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda/0x0000100002030cf0
12927:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4c400
12928:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4c800
12929:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4ca48
12930:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4cc90
12931:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4d7e8
12932:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4da30
12933:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a4dc78
12934:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a50000
12935:             1             16  net.minecraft.world.item.crafting.MapExtendingRecipe$$Lambda/0x0000100001a50248
12936:             1             16  net.minecraft.world.item.crafting.Recipe$$Lambda/0x00001000016fe8f0
12937:             1             16  net.minecraft.world.item.crafting.Recipe$$Lambda/0x00001000016feb38
12938:             1             16  net.minecraft.world.item.crafting.Recipe$$Lambda/0x00001000016fed80
12939:             1             16  net.minecraft.world.item.crafting.Recipe$$Lambda/0x00001000016fefc8
12940:             1             16  net.minecraft.world.item.crafting.Recipe$BookInfo$$Lambda/0x0000100001a386a8
12941:             1             16  net.minecraft.world.item.crafting.Recipe$BookInfo$$Lambda/0x0000100001a388f0
12942:             1             16  net.minecraft.world.item.crafting.Recipe$BookInfo$$Lambda/0x0000100001a38d88
12943:             1             16  net.minecraft.world.item.crafting.Recipe$BookInfo$$Lambda/0x0000100001a38fd0
12944:             1             16  net.minecraft.world.item.crafting.Recipe$CommonInfo$$Lambda/0x0000100001a36238
12945:             1             16  net.minecraft.world.item.crafting.Recipe$CommonInfo$$Lambda/0x0000100001a36480
12946:             1             16  net.minecraft.world.item.crafting.Recipe$CommonInfo$$Lambda/0x0000100001a366c8
12947:             1             16  net.minecraft.world.item.crafting.Recipe$CommonInfo$$Lambda/0x0000100001a36910
12948:             1             16  net.minecraft.world.item.crafting.Recipe$CommonInfo$$Lambda/0x0000100001a36b58
12949:             1             16  net.minecraft.world.item.crafting.RecipeHolder$$Lambda/0x0000100002011218
12950:             1             16  net.minecraft.world.item.crafting.RecipeHolder$$Lambda/0x0000100002011460
12951:             1             16  net.minecraft.world.item.crafting.RecipeHolder$$Lambda/0x0000100002011900
12952:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x0000100001f4e578
12953:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x0000100001f4e7a0
12954:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x0000100001f4e9c8
12955:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x000010000202b570
12956:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x000010000202c738
12957:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x0000100002030f38
12958:             1             16  net.minecraft.world.item.crafting.RecipeManager$$Lambda/0x0000100002031180
12959:             1             16  net.minecraft.world.item.crafting.RecipePropertySet$$Lambda/0x0000100001f4dee0
12960:             1             16  net.minecraft.world.item.crafting.RecipePropertySet$$Lambda/0x0000100001f4e128
12961:             1             16  net.minecraft.world.item.crafting.RecipePropertySet$$Lambda/0x000010000202ce30
12962:             1             16  net.minecraft.world.item.crafting.RepairItemRecipe
12963:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$$Lambda/0x00001000021cfce0
12964:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$$Lambda/0x00001000021d0000
12965:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputEntry$$Lambda/0x00001000021cfa98
12966:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputEntry$$Lambda/0x00001000021d0248
12967:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputEntry$$Lambda/0x00001000021d0490
12968:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputSet
12969:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputSet$$Lambda/0x00001000021d06c8
12970:             1             16  net.minecraft.world.item.crafting.SelectableRecipe$SingleInputSet$$Lambda/0x00001000021d0910
12971:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a35de0
12972:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a36da0
12973:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a39218
12974:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a3f3e0
12975:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a3f628
12976:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a3f870
12977:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a3fac8
12978:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a3fd10
12979:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a40000
12980:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a40248
12981:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x0000100001a40490
12982:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x000010000202d570
12983:             1             16  net.minecraft.world.item.crafting.ShapedRecipe$$Lambda/0x000010000202d7b8
12984:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001a3e630
12985:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001a3e878
12986:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001a3eac0
12987:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001a3ed08
12988:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001a3ef50
12989:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001a3f198
12990:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$$Lambda/0x0000100001fef0c0
12991:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a39a98
12992:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a39ce0
12993:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a39f28
12994:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a3a170
12995:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a3df68
12996:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a3e1b0
12997:             1             16  net.minecraft.world.item.crafting.ShapedRecipePattern$Data$$Lambda/0x0000100001a3e3f8
12998:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a40a20
12999:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a40c68
13000:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a40eb0
13001:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a410f8
13002:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a41340
13003:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a41588
13004:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a417e0
13005:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a41a28
13006:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a41c70
13007:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a41eb8
13008:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100001a42100
13009:             1             16  net.minecraft.world.item.crafting.ShapelessRecipe$$Lambda/0x0000100002030428
13010:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58000
13011:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58248
13012:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58490
13013:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a586d8
13014:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58920
13015:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58b68
13016:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58db0
13017:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a58ff8
13018:             1             16  net.minecraft.world.item.crafting.ShieldDecorationRecipe$$Lambda/0x0000100001a59240
13019:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a60b98
13020:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a60de0
13021:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a61028
13022:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a61270
13023:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a616e8
13024:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a61930
13025:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a61b78
13026:             1             16  net.minecraft.world.item.crafting.SingleItemRecipe$$Lambda/0x0000100001a61dc0
13027:             1             16  net.minecraft.world.item.crafting.SmeltingRecipe$$Lambda/0x0000100001a5a500
13028:             1             16  net.minecraft.world.item.crafting.SmeltingRecipe$$Lambda/0x0000100001a5e958
13029:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a628d0
13030:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a62b18
13031:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a62d60
13032:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a62fa8
13033:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a631f0
13034:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a63438
13035:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a63680
13036:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a638e8
13037:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a63b30
13038:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a63d78
13039:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a66000
13040:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a66248
13041:             1             16  net.minecraft.world.item.crafting.SmithingTransformRecipe$$Lambda/0x0000100001a66490
13042:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a65000
13043:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a65248
13044:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a65490
13045:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a656d8
13046:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a66a58
13047:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a66ca0
13048:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a66ee8
13049:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a67130
13050:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a67378
13051:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a675c0
13052:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a67808
13053:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a67a70
13054:             1             16  net.minecraft.world.item.crafting.SmithingTrimRecipe$$Lambda/0x0000100001a67cb8
13055:             1             16  net.minecraft.world.item.crafting.SmokingRecipe$$Lambda/0x0000100001a5d758
13056:             1             16  net.minecraft.world.item.crafting.SmokingRecipe$$Lambda/0x0000100001a5d980
13057:             1             16  net.minecraft.world.item.crafting.StonecutterRecipe$$Lambda/0x0000100001a60720
13058:             1             16  net.minecraft.world.item.crafting.StonecutterRecipe$$Lambda/0x0000100001a614c0
13059:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a47800
13060:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a47a48
13061:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a47c90
13062:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a48000
13063:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a48248
13064:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a48490
13065:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a486d8
13066:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a48920
13067:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a48b68
13068:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a48df0
13069:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a49038
13070:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a49280
13071:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a494c8
13072:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a49710
13073:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a49958
13074:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a49ba0
13075:             1             16  net.minecraft.world.item.crafting.TransmuteRecipe$$Lambda/0x0000100001a49de8
13076:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c986f8
13077:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c98940
13078:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c98b88
13079:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c98dd0
13080:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c99018
13081:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c99260
13082:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c994a8
13083:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c996f0
13084:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c99968
13085:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c99bb0
13086:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c99df8
13087:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c9a040
13088:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c9a288
13089:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c9a4d0
13090:             1             16  net.minecraft.world.item.crafting.display.FurnaceRecipeDisplay$$Lambda/0x0000100001c9a718
13091:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplay$$Lambda/0x0000100001c93a60
13092:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplay$$Lambda/0x0000100001c93ca8
13093:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplay$$Lambda/0x0000100001c93ef0
13094:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplay$$Lambda/0x0000100001c94138
13095:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202ee50
13096:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202f098
13097:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202f2e0
13098:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202f528
13099:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202f770
13100:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202f998
13101:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayEntry$$Lambda/0x000010000202fbe0
13102:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayId$$Lambda/0x000010000202e7a8
13103:             1             16  net.minecraft.world.item.crafting.display.RecipeDisplayId$$Lambda/0x000010000202e9f0
13104:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c96578
13105:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c967c0
13106:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c96a08
13107:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c96c50
13108:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c96e98
13109:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c970e0
13110:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c97328
13111:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c97590
13112:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c977d8
13113:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c97a20
13114:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c97c68
13115:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c98000
13116:             1             16  net.minecraft.world.item.crafting.display.ShapedCraftingRecipeDisplay$$Lambda/0x0000100001c98248
13117:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c94380
13118:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c950f0
13119:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c95338
13120:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c95580
13121:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c957c8
13122:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c95a10
13123:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c95c58
13124:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c95ea0
13125:             1             16  net.minecraft.world.item.crafting.display.ShapelessCraftingRecipeDisplay$$Lambda/0x0000100001c960e8
13126:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$$Lambda/0x0000100001c947d0
13127:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$$Lambda/0x0000100001c94a18
13128:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$$Lambda/0x0000100001c94c60
13129:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$$Lambda/0x0000100001c94ea8
13130:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$AnyFuel
13131:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$Composite$$Lambda/0x0000100001ca7ba0
13132:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$Composite$$Lambda/0x0000100001ca8000
13133:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$Composite$$Lambda/0x0000100001ca8248
13134:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$Composite$$Lambda/0x0000100001ca8490
13135:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$Composite$$Lambda/0x0000100001ca86d8
13136:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca42a0
13137:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca44e8
13138:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca4730
13139:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca4978
13140:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca4bb0
13141:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca4df8
13142:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$DyedSlotDemo$$Lambda/0x0000100001ca5040
13143:             1             16  net.minecraft.world.item.crafting.display.SlotDisplay$Empty
